Perfect Strangers,"00:50:48,375 --> 00:50:49,375",Speaker_2,هذا اختصاصك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:49,458 --> 00:50:51,541",Speaker_1,مريم، هذا غير لائق  وهل أنا مراهقة؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:51,625 --> 00:50:52,666",Speaker_2,لم لا؟  ما الأمر؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:52,750 --> 00:50:53,833",Speaker_1,من هذه؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:53,916 --> 00:50:55,666",Speaker_2,أرني ما هذا؟  هات,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:57,250 --> 00:50:59,666",Speaker_1,ما هذا؟  لماذا تجلس على وجهها؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:00,375 --> 00:51:03,791",Speaker_2,هذا فخذها من هذه يا مشاكس؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:03,875 --> 00:51:05,291",Speaker_1,هل هذه حبيبتك يا ربيع؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:05,375 --> 00:51:07,625",Speaker_2,الثانية؟  من قال إنها حبيبتي؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:07,708 --> 00:51:10,208",Speaker_1,لا، لكنها تبدو كبطلة في الجمباز,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:10,291 --> 00:51:12,416",Speaker_2,يوغا أعتقد أنها تمارس اليوغا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:12,500 --> 00:51:14,708",Speaker_1,خرج ربيع عن السيطرة  أنا امرأة ولا أفهم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:14,791 --> 00:51:16,583",Speaker_2,ولا يعرف الطبيب إن كان فخذها أم وجهها,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:16,666 --> 00:51:18,083",Speaker_1,كفى يا مريم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:18,833 --> 00:51:20,166",Speaker_2,أحسنت صنعًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:22,166 --> 00:51:23,000",Speaker_1,ضبع,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:24,125 --> 00:51:26,458",Speaker_2,نخب إيزا ورشا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:26,541 --> 00:51:27,583",Speaker_1,بصحتكم  بصحتكم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:27,666 --> 00:51:30,541",Speaker_2,لا، في الواقع نخب ربيع  نخبكم وأشكركم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:30,625 --> 00:51:32,875",Speaker_1,أرجوكم ألّا يسألني أحد أي سؤال آخر الليلة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:32,958 --> 00:51:34,083",Speaker_2,اتفقنا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:34,166 --> 00:51:35,416",Speaker_1,ذوق جيد  اتفقنا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:37,875 --> 00:51:38,875",Speaker_2,روي كيف أصبحت؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:38,958 --> 00:51:40,083",Speaker_1,رسالة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:40,666 --> 00:51:42,583",Speaker_2,هاتف من هذا؟  أنت,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:44,083 --> 00:51:45,916",Speaker_1,أجل  ما هذه النغمة؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:46,500 --> 00:51:49,250",Speaker_2,لا أعرف سارة أو عماد غيّراها على الأرجح,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:50,458 --> 00:51:53,208",Speaker_1,هذا روي كيف أصبحت؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:53,291 --> 00:51:56,875",Speaker_2,من هو روي؟  مستشار جديد في الشركة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:57,625 --> 00:51:59,041",Speaker_1,أول مرة أسمع به,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:51:59,125 --> 00:52:02,250",Speaker_2,إنه جديد بدأ العمل في الشركة للتو لكنه رجل طيب,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:03,166 --> 00:52:04,875",Speaker_1,لماذا يطمئن عليك؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:07,208 --> 00:52:09,458",Speaker_2,واجهنا الكثير من المشاكل في العمل اليوم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:10,583 --> 00:52:13,125",Speaker_1,وغضبت من الفريق بأكمله وبدأت بالصراخ,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:13,208 --> 00:52:15,916",Speaker_2,صرخت كثيرًا ولذلك، فإنه يطمئن عليّ,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:16,625 --> 00:52:18,208",Speaker_1,أجل، لقد أخبرتني,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:19,208 --> 00:52:20,625",Speaker_2,ألن تطمئنه؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:24,333 --> 00:52:27,041",Speaker_1,لا  لم لا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:29,208 --> 00:52:31,500",Speaker_2,لا أفهم الأشخاص مثلك سيستغرق الأمر دقيقة فحسب,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:31,583 --> 00:52:34,375",Speaker_1,تطمئنه بأنك في البيت وأن كل شيء على ما يُرام,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:35,125 --> 00:52:37,750",Speaker_2,سأجيبه الآن  نعم، لكن لماذا سيكذب؟ ليس في المنزل,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:38,333 --> 00:52:39,583",Speaker_1,صحيح، لا داعي للكذب,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:39,666 --> 00:52:41,291",Speaker_2,لن أكذب  أقصد، على سبيل المثال,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:41,375 --> 00:52:43,208",Speaker_1,ليس عليه أن يخبره أنه ليس في المنزل,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:43,291 --> 00:52:46,583",Speaker_2,حسنًا، أخبره أنك بخير وتتناول العشاء مع أصدقائك واشكره,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:46,666 --> 00:52:48,500",Speaker_1,حسنًا  ليس من الضروري أن يعرف مكانك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:48,583 --> 00:52:50,791",Speaker_2,هذه مسألة تخصك وحدك  نعم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:52,500 --> 00:52:55,791",Speaker_1,يمكنه أن يخبره، لكن من حيث المبدأ، هناك خصوصية فردية,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:55,875 --> 00:52:59,250",Speaker_2,أنا هنا أتناول العشاء ولا أريد أن يعرف أحد مكاني,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:52:59,333 --> 00:53:01,250",Speaker_1,ليس بالأمر الجلل، لكنه يسأل عنه,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:01,333 --> 00:53:03,041",Speaker_2,إنه يطمئن عليه  أجل، لكن هذا ليس من شأنه,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:03,125 --> 00:53:05,083",Speaker_1,هذا أمر يخصك وحدك  صحيح,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:05,166 --> 00:53:07,583",Speaker_2,ليس على الجميع أن يعرفوا أين أنت ومع من،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:07,666 --> 00:53:10,375",Speaker_1,وماذا تفعل إنه فضولي ويريد أن يعرف,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:10,458 --> 00:53:11,625",Speaker_2,ما دخلك يا أخي؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:11,708 --> 00:53:13,291",Speaker_1,لم تصرخ في وجهي؟ لم أفعل شيئًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:13,375 --> 00:53:14,500",Speaker_2,ما باله؟  اهدأ يا ربيع,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:14,583 --> 00:53:15,750",Speaker_1,اهدأ يا ربيع,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:15,833 --> 00:53:16,708",Speaker_2,اهدأ  أنا هادئ,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:16,791 --> 00:53:17,833",Speaker_1,اهدأ يا رجل,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:17,916 --> 00:53:19,916",Speaker_2,لماذا أنت متوتر جدًا؟ لا يستحق الأمر,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:20,000 --> 00:53:23,583",Speaker_1,بلى، يستحق لأن هذه الهواتف,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:23,666 --> 00:53:26,958",Speaker_2,دمّرت حياتنا ونحن رضينا بذلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:27,041 --> 00:53:31,208",Speaker_1,نحن وافقنا على أن تدخل حياتنا، وكلما أراد أيّ منا فعل أي شيء بسيط،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:31,291 --> 00:53:33,333",Speaker_2,فيجب أن يعرف الكوكب كله بذلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:33,416 --> 00:53:36,625",Speaker_1,غير معقول لا يمكننا أن نفعل أي شيء,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:36,708 --> 00:53:40,041",Speaker_2,إنها تتحكم بنا ونحن نسمح لها بذلك ونجلس مكتوفي الأيدي,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:40,125 --> 00:53:43,208",Speaker_1,ولا نشعر بأي شيء سحقًا للهواتف ولمن اخترعها,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:43,291 --> 00:53:44,625",Speaker_2,حسنًا لن أجيب  لا تفعل,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:44,708 --> 00:53:45,666",Speaker_1,لن أجيب,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:45,750 --> 00:53:47,416",Speaker_2,لا يجدر بك أن تجيب  حسنًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:50,875 --> 00:53:52,791",Speaker_1,إنه محق,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:52,875 --> 00:53:54,500",Speaker_2,لا لم كل هذه المبالغة؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:53:54,583 --> 00:53:58,708",Speaker_1,يا رفاق، أشعر بأن خسوف القمر هذا له تأثير سيئ علينا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:02,125 --> 00:54:03,916",Speaker_2,وصلك بريد إلكتروني  أنا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:04,000 --> 00:54:05,125",Speaker_1,وأنا وصلتني رسالة صوتية,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:05,208 --> 00:54:07,625",Speaker_2,هل أنت خائف؟  لا، لم قد أكون كذلك؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:07,708 --> 00:54:09,958",Speaker_1,افتحه، لنر  هاك تفضلي,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:10,541 --> 00:54:13,458",Speaker_2,أليكساندرا ترافيل، 550 دولارًا، بودروم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:14,291 --> 00:54:17,250",Speaker_1,يمكنك الدفع بشيك مصرفي أيضًا  لقد نجوت,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:17,333 --> 00:54:19,291",Speaker_2,جميل هاتف مريم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:19,833 --> 00:54:22,500",Speaker_1,نعم  مهلًا دعوني أريكم شيئًا مهلًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:24,458 --> 00:54:27,250",Speaker_2,غوغل، اقرأ بريدي الإلكتروني من فضلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:27,333 --> 00:54:30,083",Speaker_1,ليس لديك بريد إلكتروني  حتى غوغل لا تفهمك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:30,166 --> 00:54:31,750",Speaker_2,قلت رسالة صوتية وليس بريدًا إلكترونيًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:31,833 --> 00:54:33,541",Speaker_1,لماذا قلت بريدًا إلكترونيًا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:33,625 --> 00:54:35,666",Speaker_2,هلّا ترحمونني حسنًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:37,375 --> 00:54:39,208",Speaker_1,غوغل، اقرئي رسالتي الصوتية رجاءً,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:39,916 --> 00:54:41,583",Speaker_2,لديك رسالة جديدة واحدة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:42,125 --> 00:54:44,166",Speaker_1,مرحبًا يا عزيزتي آسفة لأنني تأخرت في الرد عليك،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:44,250 --> 00:54:47,625",Speaker_2,لكنني كنت أنتظر ردّ المسؤول عن الشقة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:47,708 --> 00:54:50,625",Speaker_1,الشقة التي رأيتها في الطابق الأول هي الوحيدة المؤثثة،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:50,708 --> 00:54:52,333",Speaker_2,وستصبح شاغرة متاحة بعد شهرين,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:52,416 --> 00:54:53,750",Speaker_1,الشقق الأخرى كلها مسكونة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:53,833 --> 00:54:57,333",Speaker_2,حماتي سعيدة جدًا هناك، لذا أوصي بالمكان بالتأكيد,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:57,416 --> 00:54:59,166",Speaker_1,المكان عملي جدًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:54:59,250 --> 00:55:01,958",Speaker_2,ويمكن للفتاة التي تساعدها أن تأتي وتساعد حماتك أيضًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:02,041 --> 00:55:05,250",Speaker_1,حسنًا، اتصلي بي عندما تستطيعين قبلاتي إلى اللقاء,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:07,041 --> 00:55:07,875",Speaker_2,هذه رانيا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:11,833 --> 00:55:12,750",Speaker_1,شقة؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:14,125 --> 00:55:16,625",Speaker_2,كانت تزور والدتها وكانت تريني المكان,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:17,375 --> 00:55:18,250",Speaker_1,نعم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:19,250 --> 00:55:21,125",Speaker_2,أمها؟  نعم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:21,208 --> 00:55:25,458",Speaker_1,الشقق الفندقية المجاورة لمنزلنا، الشقق الجديدة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:26,083 --> 00:55:27,750",Speaker_2,إنها جميلة جدًا وراقية جدًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:28,250 --> 00:55:30,125",Speaker_1,مريم؟  نعم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:31,708 --> 00:55:32,750",Speaker_2,لماذا ذهبت؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:34,333 --> 00:55:35,833",Speaker_1,من دون سبب  كوني صادقة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:36,791 --> 00:55:38,625",Speaker_2,هل تخططين لطرد أمي؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:38,708 --> 00:55:41,958",Speaker_1,ماذا تقول؟  قولي إنك لا تريدين رؤيتها،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:42,041 --> 00:55:43,000",Speaker_2,وسأعيدها إلى مصر,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:43,083 --> 00:55:45,583",Speaker_1,لماذا؟ لماذا تفترض هذا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:45,666 --> 00:55:47,416",Speaker_2,ماذا فعلت لك؟ إنها تحبك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:47,500 --> 00:55:50,250",Speaker_1,دائمًا ما تخبرني كم أنت عزيزة  أعرف,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:50,333 --> 00:55:51,583",Speaker_2,ماذا؟  أعرف,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:51,666 --> 00:55:54,541",Speaker_1,تركت مصر وأتت لتكون مع الأطفال,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:54,625 --> 00:55:57,291",Speaker_2,لتساعدك وتساعدنا في كل ما يلزمك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:57,375 --> 00:55:58,375",Speaker_1,أجيبي أليس كذلك؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:55:58,458 --> 00:56:00,750",Speaker_2,صحيح أم لا؟  صحيح، لكن صحيح,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:01,250 --> 00:56:03,458",Speaker_1,حسنًا، تعرف أنني أحبها وكل شيء،,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:03,541 --> 00:56:06,916",Speaker_2,لكن لا يمكنك أن تتظاهر بأنك لا ترى أو تشعر بأي شيء,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:07,000 --> 00:56:09,333",Speaker_1,أنا آسفة، لكنها لم تأت إلى هنا لمساعدتي,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:09,416 --> 00:56:10,791",Speaker_2,أنت أحضرتها عندما توفي والدك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:10,875 --> 00:56:13,125",Speaker_1,حتى لا تستمر بالسفر ذهابًا وإيابًا إلى مصر، لذا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:13,208 --> 00:56:15,416",Speaker_2,أنت تساعد نفسك ولست تساعدني,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:15,500 --> 00:56:19,333",Speaker_1,أعرف وأراها تجبر نفسها على الجلوس على الأريكة وهي تنظر إلى الأولاد,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:19,416 --> 00:56:21,750",Speaker_2,وتعرفين أن وجودها ليس المشكلة  هذا يكفي,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:21,833 --> 00:56:24,333",Speaker_1,مشكلتنا شيء آخر  انس أنني قلت أي شيء,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:24,416 --> 00:56:27,166",Speaker_2,هذا يكفي لقد انتهينا أنا انسحبت,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:27,958 --> 00:56:29,458",Speaker_1,أسحب كلامي كلّه,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:31,541 --> 00:56:35,208",Speaker_2,يا شريف، أنا أعشق والدة زياد,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:35,291 --> 00:56:40,041",Speaker_1,لكن إن قررت يومًا ما أن تأتي للعيش معنا، لا أظن أنني أستطيع تحمل ذلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:40,125 --> 00:56:41,708",Speaker_2,آسفة يا عزيزي لا تسئ فهمي,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:56:41,791 --> 00:56:43,125",Speaker_1,لا، أعرف,c74722af-415e-4bf0-a972-3c155a2d1490
